timestamp,message,logStreamName
1725806368330,"2024/09/08 14:39:28 hello world function executed in 12 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806368339,"2024/09/08 14:39:28 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806368757,"2024/09/08 14:39:28 hello world function executed in 18 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806368760,"2024/09/08 14:39:28 hello world function executed in 11 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806369094,"2024/09/08 14:39:29 hello world function executed in 15 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806370131,"2024/09/08 14:39:30 hello world function executed in 13 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806370513,"2024/09/08 14:39:30 hello world function executed in 12 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806370538,"2024/09/08 14:39:30 hello world function executed in 27 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806370945,"2024/09/08 14:39:30 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806370951,"2024/09/08 14:39:30 hello world function executed in 25 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806371312,"2024/09/08 14:39:31 hello world function executed in 27 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806371322,"2024/09/08 14:39:31 hello world function executed in 19 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806371658,"2024/09/08 14:39:31 hello world function executed in 15 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806371734,"2024/09/08 14:39:31 hello world function executed in 43 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806372100,"2024/09/08 14:39:32 hello world function executed in 24 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806373105,"2024/09/08 14:39:33 hello world function executed in 19 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806373505,"2024/09/08 14:39:33 hello world function executed in 46 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806376505,"2024/09/08 14:39:36 hello world function executed in 20 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806377029,"2024/09/08 14:39:37 hello world function executed in 13 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806377045,"2024/09/08 14:39:37 hello world function executed in 28 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806377351,"2024/09/08 14:39:37 hello world function executed in 18 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806377356,"2024/09/08 14:39:37 hello world function executed in 23 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806377674,"2024/09/08 14:39:37 hello world function executed in 17 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806377678,"2024/09/08 14:39:37 hello world function executed in 26 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806377977,"2024/09/08 14:39:37 hello world function executed in 14 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
1725806377995,"2024/09/08 14:39:37 hello world function executed in 22 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806378332,"2024/09/08 14:39:38 hello world function executed in 18 ms
",2024/09/08/[$LATEST]cbca40341ba44f828247b06b11246ed6
1725806378341,"2024/09/08 14:39:38 hello world function executed in 25 ms
",2024/09/08/[$LATEST]7abf60c22a9247cd8181ad0e3ed01b66
